Age,Occupation,Marital_status,Education_level,Savings_amount,Own_car,Own_house,Monthly_income,Dead_or_Alive
58,management,married,tertiary,3228,no,no,58,Alive
30,labourer,married,secondary,80,yes,no,185,Alive
52,labourer,divorced,primary,2800,no,no,149,Alive
30,labourer,single,tertiary,10,no,no,276,Alive
52,labourer,married,secondary,331,no,no,84,Alive
34,businessman,married,secondary,223,no,yes,103,Alive
33,labourer,married,primary,0,no,no,174,Alive
34,management,married,tertiary,35,yes,no,76,Alive
23,management,married,secondary,299,yes,no,104,Alive
37,labourer,married,primary,240,yes,no,259,Alive
59,management,married,unknown,3534,no,no,216,Alive
42,management,married,tertiary,223,no,no,92,Alive
50,management,divorced,secondary,-194,yes,no,238,Alive
41,labourer,divorced,secondary,1545,no,yes,183,Alive
34,labourer,single,secondary,440,yes,no,445,Alive
57,management,married,primary,2538,no,yes,485,Alive
52,labourer,married,unknown,337,yes,no,85,Alive
61,unemployed,married,unknown,-492,no,yes,333,Alive
31,labourer,single,tertiary,53,no,no,97,Alive
27,labourer,single,secondary,91,no,no,157,Alive
48,labourer,single,primary,316,no,no,560,Alive
27,management,single,unknown,3196,no,no,10,Alive
37,labourer,married,secondary,2697,yes,no,430,Alive
28,labourer,single,tertiary,3,no,no,135,Alive
34,labourer,married,secondary,244,no,no,696,Alive
42,labourer,single,unknown,410,no,no,34,Alive
39,management,married,secondary,159,no,no,177,Alive
30,management,married,tertiary,6432,yes,no,206,Alive
35,labourer,married,secondary,-701,yes,yes,531,Alive
43,labourer,single,primary,24,no,no,35,Alive
33,management,married,tertiary,296,no,no,90,Alive
24,labourer,single,secondary,1,yes,no,79,Alive
39,labourer,married,secondary,1965,yes,no,65,Alive
27,labourer,single,tertiary,501,no,yes,370,Alive
50,labourer,married,secondary,3558,no,no,84,Alive
30,labourer,married,secondary,177,yes,no,62,Alive
52,labourer,divorced,secondary,204,no,no,134,Alive
30,management,married,secondary,46,yes,no,114,Alive
35,labourer,divorced,secondary,2047,yes,no,66,Alive
36,management,single,secondary,810,yes,no,296,Alive
39,management,single,tertiary,1914,no,no,94,Alive
43,management,single,secondary,56831,no,no,243,Alive
43,management,single,secondary,386,no,no,242,Alive
46,management,married,primary,469,yes,no,75,Alive
33,management,married,tertiary,69,no,yes,77,Alive
56,businessman,married,tertiary,-124,yes,no,374,Alive
60,unemployed,married,primary,600,no,no,99,Alive
48,management,married,tertiary,3842,no,no,168,Alive
31,labourer,married,secondary,-720,yes,yes,112,Alive
36,labourer,single,secondary,1127,yes,no,455,Alive
24,labourer,single,secondary,423,yes,no,226,Alive
27,labourer,married,secondary,-59,no,yes,154,Alive
36,management,married,secondary,0,yes,yes,94,Alive
29,labourer,married,tertiary,1489,yes,no,430,Alive
42,unemployed,married,secondary,0,no,no,277,Alive
44,management,married,tertiary,1451,yes,no,80,Alive
42,labourer,married,unknown,452,yes,no,359,Alive
39,businessman,married,secondary,283,yes,no,126,Alive
45,management,single,tertiary,16,no,no,59,Alive
36,labourer,married,primary,973,yes,yes,293,Alive
34,labourer,married,secondary,1257,yes,no,109,Alive
43,labourer,married,secondary,-1701,yes,no,285,Alive
32,labourer,single,secondary,567,yes,no,275,Alive
38,labourer,married,tertiary,-1,no,no,188,Alive
29,labourer,married,secondary,3310,no,no,367,Alive
28,labourer,married,primary,115,yes,no,78,Alive
33,management,single,tertiary,321,no,no,227,Alive
43,management,married,secondary,71,no,no,180,Alive
42,unemployed,divorced,secondary,759,no,no,97,Alive
33,management,married,tertiary,23,yes,yes,150,Alive
32,labourer,single,secondary,3297,no,no,99,Alive
42,labourer,single,secondary,578,no,no,44,Alive
42,labourer,married,primary,4279,yes,no,98,Alive
29,labourer,single,secondary,234,yes,no,139,Alive
27,management,single,tertiary,1137,yes,no,26,Alive
38,management,single,tertiary,8669,yes,no,5,Alive
45,businessman,married,primary,488,yes,no,90,Alive
32,management,single,tertiary,1077,no,no,200,Alive
33,labourer,married,secondary,4790,yes,no,137,Alive
48,labourer,married,secondary,256,yes,no,150,Alive
53,labourer,married,secondary,974,yes,no,197,Alive
23,labourer,single,unknown,231,yes,no,560,Alive
41,labourer,married,secondary,196,yes,no,488,Alive
41,management,single,secondary,2002,yes,no,172,Alive
50,labourer,married,tertiary,218,yes,no,388,Alive
28,labourer,single,secondary,1011,yes,no,204,Alive
54,unemployed,divorced,secondary,2761,no,no,771,Alive
38,labourer,divorced,primary,92,yes,yes,118,Alive
27,unemployed,married,tertiary,10005,yes,no,163,Alive
54,management,married,tertiary,1168,no,no,150,Alive
28,labourer,single,secondary,168,yes,no,128,Alive
32,labourer,single,tertiary,1710,yes,no,439,Alive
39,labourer,married,secondary,207,no,no,78,Alive
29,labourer,single,secondary,18,no,no,206,Alive
46,management,single,unknown,306,yes,no,289,Alive
37,businessman,married,primary,8,yes,yes,46,Alive
30,management,married,tertiary,-250,yes,no,11,Alive
41,labourer,married,secondary,449,yes,yes,313,Alive
39,unemployed,married,secondary,1654,no,no,264,Alive
38,labourer,married,primary,714,yes,no,225,Alive
55,management,single,tertiary,1498,no,no,340,Alive
29,labourer,single,secondary,695,no,no,97,Alive
36,labourer,single,secondary,-15,yes,no,341,Alive
60,labourer,married,primary,14,yes,yes,781,Alive
43,labourer,divorced,secondary,-287,yes,no,580,Alive
45,labourer,married,primary,0,yes,no,137,Alive
36,management,divorced,tertiary,-978,yes,no,62,Alive
53,labourer,married,secondary,0,yes,no,407,Alive
41,unemployed,married,secondary,20,no,no,333,Alive
51,labourer,married,secondary,700,no,no,237,Alive
34,labourer,married,secondary,-58,yes,yes,157,Alive
29,management,single,tertiary,841,no,no,217,Alive
35,unemployed,single,secondary,951,yes,no,220,Alive
40,management,married,tertiary,-63,no,yes,196,Alive
26,labourer,single,tertiary,641,yes,no,55,Alive
32,labourer,single,tertiary,195,yes,no,239,Alive
31,labourer,married,tertiary,11,no,no,651,Alive
39,management,single,secondary,120,no,no,66,Alive
30,labourer,married,secondary,450,no,yes,72,Alive
40,labourer,married,secondary,8379,no,no,52,Alive
32,labourer,married,primary,206,yes,no,205,Alive
46,management,single,secondary,1544,yes,no,609,Alive
41,labourer,married,secondary,2990,yes,no,62,Alive
35,businessman,single,secondary,866,yes,no,147,Alive
40,unemployed,single,secondary,1744,yes,no,465,Alive
58,management,married,secondary,-382,no,no,398,Alive
48,labourer,married,primary,214,yes,yes,246,Alive
37,labourer,single,tertiary,147,no,no,416,Alive
59,management,divorced,tertiary,81,no,no,140,Alive
33,labourer,married,secondary,202,yes,no,377,Alive
36,management,married,secondary,1314,yes,no,330,Alive
40,labourer,married,secondary,-60,yes,no,250,Alive
53,management,single,primary,0,yes,no,176,Alive
32,management,divorced,secondary,-331,yes,yes,130,Alive
32,labourer,married,primary,1504,yes,no,131,Alive
43,labourer,divorced,unknown,2363,yes,no,229,Alive
30,labourer,single,secondary,773,yes,yes,29,Alive
31,management,married,secondary,941,yes,no,213,Alive
35,unemployed,single,secondary,2116,yes,no,409,Alive
39,labourer,married,secondary,-971,yes,yes,104,Alive
57,management,married,tertiary,5,yes,no,96,Alive
33,unemployed,divorced,tertiary,454,no,yes,134,Alive
35,management,married,secondary,53,yes,no,378,Alive
53,management,married,tertiary,2578,no,no,299,Alive
50,businessman,married,secondary,854,no,no,198,Alive
46,unemployed,married,secondary,16397,no,no,641,Alive
35,management,single,tertiary,687,yes,no,166,Alive
56,unemployed,married,secondary,1894,yes,no,189,Alive
54,management,divorced,secondary,0,yes,yes,330,Alive
56,labourer,married,secondary,1150,no,yes,107,Alive
43,management,married,tertiary,136,no,no,120,Alive
40,labourer,married,secondary,7313,yes,no,241,Alive
38,management,married,tertiary,-239,yes,no,221,Alive
43,management,married,tertiary,182,no,no,152,Alive
46,labourer,married,secondary,1590,yes,no,59,Alive
29,labourer,married,secondary,-565,yes,no,164,Alive
33,labourer,single,secondary,930,yes,no,163,Alive
49,labourer,married,secondary,1091,no,no,47,Alive
53,labourer,divorced,secondary,640,yes,no,321,Alive
54,unemployed,single,primary,767,no,no,42,Alive
33,labourer,married,secondary,480,yes,no,272,Alive
39,management,married,tertiary,1363,no,no,294,Alive
38,management,single,unknown,446,yes,no,386,Alive
49,management,married,secondary,167,no,yes,51,Alive
33,labourer,married,secondary,0,no,no,78,Alive
59,management,married,secondary,4196,no,no,10,Alive
35,management,married,secondary,725,yes,no,219,Alive
40,labourer,married,secondary,1716,yes,no,226,Alive
31,labourer,single,secondary,-45,no,no,246,Alive
35,labourer,married,secondary,410,yes,no,67,Alive
42,labourer,married,primary,-97,yes,no,216,Alive
55,unemployed,married,secondary,12159,yes,no,142,Alive
33,labourer,married,secondary,395,yes,no,122,Alive
31,labourer,single,tertiary,969,no,no,95,Alive
30,labourer,single,secondary,86,no,no,45,Alive
30,labourer,single,primary,395,no,no,429,Alive
37,labourer,married,secondary,0,yes,no,473,Alive
30,labourer,single,tertiary,0,no,no,34,Alive
47,management,married,secondary,829,yes,yes,339,Alive
41,labourer,married,tertiary,-15,yes,no,33,Alive
44,labourer,married,secondary,135,yes,no,262,Alive
59,management,married,tertiary,1585,no,no,91,Alive
29,labourer,married,secondary,-910,yes,no,260,Alive
51,labourer,married,primary,8806,yes,no,131,Alive
32,labourer,married,secondary,43,yes,no,173,Alive
36,labourer,married,secondary,136,yes,no,38,Alive
30,management,married,tertiary,1195,no,no,146,Alive
34,labourer,married,tertiary,11219,no,no,112,Alive
42,labourer,married,primary,2003,yes,no,177,Alive
37,labourer,married,secondary,494,yes,no,247,Alive
42,labourer,single,secondary,419,no,no,88,Alive
31,labourer,married,unknown,-82,yes,no,543,Alive
34,management,single,tertiary,64,yes,no,76,Alive
32,unemployed,married,tertiary,14522,no,no,221,Alive
46,labourer,divorced,secondary,3455,yes,no,566,Alive
32,labourer,married,primary,1076,yes,no,67,Alive
37,management,single,secondary,-261,no,yes,259,Alive
39,management,married,tertiary,309,no,no,94,Alive
37,management,single,secondary,655,no,yes,258,Alive
32,unemployed,married,tertiary,102,no,no,398,Alive
41,labourer,married,secondary,213,yes,no,10,Alive
50,unemployed,married,tertiary,202,yes,no,107,Alive
57,management,married,unknown,0,no,no,585,Alive
37,management,single,secondary,22,yes,no,28,Alive
56,businessman,divorced,secondary,179,no,no,47,Alive
37,unemployed,married,secondary,4769,no,no,124,Alive
32,labourer,married,primary,-6,yes,no,169,Alive
30,management,single,tertiary,19358,no,no,258,Alive
27,labourer,single,secondary,5563,yes,no,435,Alive
36,management,married,tertiary,6641,no,no,105,Alive
34,management,single,tertiary,747,no,no,72,Alive
53,labourer,married,primary,49,no,no,152,Alive
58,management,married,tertiary,287,yes,no,676,Alive
31,management,single,secondary,437,yes,yes,173,Alive
38,labourer,married,secondary,1313,no,no,33,Alive
32,management,single,tertiary,597,no,yes,869,Alive
31,labourer,married,secondary,418,yes,yes,219,Alive
59,management,divorced,secondary,-41,yes,yes,171,Alive
41,labourer,married,primary,449,yes,no,10,Alive
33,labourer,married,secondary,3572,yes,no,85,Alive
52,management,married,tertiary,2428,yes,no,294,Alive
36,businessman,married,primary,177,yes,no,63,Alive
37,management,married,secondary,80,no,no,155,Alive
39,labourer,single,secondary,1048,yes,no,149,Alive
36,management,married,tertiary,3874,no,no,425,Alive
30,management,married,tertiary,5381,no,no,375,Alive
32,management,single,tertiary,17,no,no,72,Alive
47,labourer,married,primary,4040,no,no,53,Alive
38,management,single,tertiary,427,yes,no,17,Alive
51,management,married,tertiary,385,no,no,39,Alive
27,labourer,single,secondary,266,no,yes,232,Alive
58,unemployed,single,tertiary,1411,yes,no,425,Alive
56,management,married,primary,7747,no,no,103,Alive
40,labourer,married,primary,2129,yes,no,1156,Alive
47,businessman,married,secondary,318,no,no,299,Alive
23,labourer,single,secondary,105,yes,no,498,Alive
46,labourer,married,secondary,2603,yes,yes,50,Alive
57,labourer,married,primary,443,no,no,167,Alive
40,labourer,married,secondary,-116,yes,no,176,Alive
30,management,married,tertiary,285,no,no,693,Alive
58,unemployed,married,primary,5092,no,no,199,Alive
36,labourer,divorced,secondary,719,yes,no,1052,Alive
37,labourer,married,primary,0,yes,no,24,Alive
51,labourer,married,primary,2095,yes,yes,438,Alive
30,labourer,single,secondary,-390,yes,no,275,Alive
39,labourer,married,tertiary,108,no,no,589,Alive
33,labourer,married,secondary,1134,yes,no,304,Alive
60,labourer,married,primary,228,yes,no,249,Alive
29,unemployed,married,tertiary,1,no,no,167,Alive
31,management,married,secondary,0,yes,yes,79,Alive
52,management,married,tertiary,1453,no,no,254,Alive
30,management,single,secondary,28,no,no,107,Alive
47,labourer,married,secondary,1388,yes,no,119,Alive
46,management,divorced,tertiary,0,no,yes,38,Alive
31,labourer,married,tertiary,0,no,no,70,Alive
29,labourer,married,secondary,15,no,no,136,Alive
34,labourer,married,secondary,22,yes,no,344,Alive
44,labourer,married,secondary,983,no,no,123,Alive
60,labourer,married,secondary,2879,yes,no,122,Alive
51,labourer,married,primary,-553,yes,no,149,Alive
31,labourer,single,tertiary,596,no,no,30,Alive
33,labourer,married,secondary,1402,no,no,63,Alive
53,management,divorced,secondary,223,yes,yes,534,Alive
45,management,married,secondary,46,yes,no,234,Alive
51,management,married,tertiary,0,yes,yes,410,Alive
30,management,single,tertiary,1636,no,no,301,Alive
58,labourer,married,primary,96,no,no,76,Alive
26,labourer,single,primary,-295,yes,no,138,Alive
37,labourer,married,secondary,1,no,no,395,Alive
47,management,married,tertiary,60,no,no,282,Alive
28,management,married,tertiary,84,no,yes,48,Alive
28,labourer,married,secondary,4287,no,no,171,Alive
43,management,divorced,tertiary,1,yes,yes,28,Alive
43,labourer,married,secondary,192,yes,yes,273,Alive
57,management,married,tertiary,1172,yes,no,72,Alive
34,businessman,married,tertiary,105,yes,no,249,Alive
36,management,divorced,tertiary,4708,no,no,104,Alive
32,labourer,single,secondary,-1,yes,no,37,Alive
46,management,married,unknown,802,yes,no,417,Alive
36,labourer,married,secondary,22,no,no,464,Alive
33,management,married,tertiary,3301,yes,no,131,Alive
48,labourer,married,primary,2227,no,no,98,Alive
58,businessman,married,secondary,2,no,no,684,Alive
56,labourer,married,primary,445,no,no,13,Alive
53,management,married,tertiary,241,yes,no,137,Alive
41,labourer,married,secondary,429,yes,no,244,Alive
35,management,married,secondary,11,yes,no,103,Alive
31,management,married,tertiary,50,no,no,37,Alive
51,management,divorced,secondary,2195,yes,no,59,Alive
40,labourer,married,secondary,1270,no,no,342,Alive
40,labourer,divorced,secondary,2394,no,no,75,Alive
44,labourer,married,secondary,3536,no,no,106,Alive
37,labourer,married,secondary,-4,yes,yes,381,Alive
49,businessman,married,secondary,-1965,no,yes,317,Alive
56,unemployed,married,secondary,5879,no,no,237,Alive
25,labourer,single,secondary,469,no,no,524,Alive
29,management,single,tertiary,502,no,no,366,Alive
35,management,single,tertiary,777,no,yes,85,Alive
41,businessman,divorced,secondary,1588,yes,yes,10,Alive
38,labourer,married,secondary,376,yes,no,1521,Alive
61,labourer,married,primary,848,no,no,605,Alive
36,labourer,married,secondary,-393,no,no,119,Alive
52,labourer,married,primary,4660,no,no,82,Alive
31,labourer,single,tertiary,176,no,no,241,Alive
33,unemployed,married,tertiary,3335,no,no,92,Alive
49,labourer,married,primary,-167,no,no,51,Alive
45,labourer,single,tertiary,1591,no,no,392,Alive
71,unemployed,married,secondary,2064,no,no,379,Alive
34,management,single,tertiary,1310,no,yes,90,Alive
33,management,single,secondary,1221,yes,no,245,Alive
28,labourer,married,secondary,-26,no,yes,81,Alive
52,labourer,married,secondary,337,yes,no,247,Alive
54,labourer,married,primary,2440,no,yes,334,Alive
51,labourer,married,unknown,0,yes,no,10,Alive
59,unemployed,married,secondary,25947,no,no,292,Alive
25,management,single,tertiary,1734,no,no,366,Alive
35,labourer,married,tertiary,4,yes,no,88,Alive
49,labourer,married,primary,1032,yes,no,41,Alive
33,labourer,married,secondary,8,no,no,462,Alive
30,unemployed,single,tertiary,3137,yes,no,368,Alive
46,labourer,married,secondary,-522,yes,no,61,Alive
43,labourer,single,secondary,21,no,no,203,Alive
28,labourer,single,secondary,455,yes,no,166,Alive
41,labourer,married,primary,4,no,no,74,Alive
60,labourer,divorced,primary,1412,no,no,127,Alive
49,labourer,married,secondary,141,no,no,275,Alive
30,labourer,single,tertiary,6619,yes,no,239,Alive
45,unemployed,married,primary,0,yes,no,570,Alive
47,management,single,tertiary,0,no,no,136,Alive
29,labourer,single,secondary,202,no,no,128,Alive
59,management,married,secondary,2552,no,yes,125,Alive
27,labourer,married,tertiary,276,no,no,218,Alive
37,labourer,married,secondary,0,no,no,236,Alive
25,labourer,divorced,secondary,86,no,yes,483,Alive
39,labourer,divorced,secondary,507,no,no,173,Alive
35,labourer,married,primary,602,yes,no,467,Alive
77,unemployed,married,primary,1492,no,no,663,Alive
58,unemployed,divorced,secondary,0,no,no,436,Alive
38,management,single,tertiary,2117,no,no,81,Alive
50,labourer,married,primary,71,yes,no,678,Alive
27,management,single,secondary,843,no,no,123,Alive
46,labourer,married,secondary,229,yes,no,191,Alive
51,management,married,secondary,176,no,no,214,Alive
58,unemployed,married,secondary,13,no,no,92,Alive
42,businessman,married,secondary,169,yes,no,87,Alive
27,labourer,married,secondary,58,yes,no,82,Alive
34,labourer,single,secondary,179,no,no,294,Alive
31,management,single,secondary,50,no,no,395,Alive
39,labourer,married,secondary,11854,yes,no,15,Alive
42,management,single,secondary,1022,yes,no,146,Alive
44,businessman,married,secondary,692,no,no,73,Alive
51,management,divorced,tertiary,1937,yes,no,185,Alive
50,management,single,secondary,26,no,yes,179,Alive
32,labourer,married,primary,0,yes,yes,82,Alive
45,labourer,married,primary,900,yes,no,213,Alive
29,management,single,secondary,260,yes,no,453,Alive
53,labourer,married,secondary,-634,no,no,695,Alive
29,labourer,married,secondary,30,yes,no,74,Alive
57,management,married,primary,1694,yes,no,378,Alive
41,labourer,married,secondary,167,no,no,48,Alive
58,labourer,married,secondary,4299,yes,no,348,Alive
52,labourer,married,primary,135,no,no,172,Alive
44,management,married,unknown,40,no,yes,160,Alive
34,labourer,married,primary,479,no,no,772,Alive
44,management,married,tertiary,1945,no,no,191,Alive
56,labourer,married,tertiary,1062,no,no,37,Alive
36,businessman,married,tertiary,0,no,no,87,Alive
45,management,divorced,tertiary,2406,no,no,248,Alive
57,management,married,tertiary,337,no,no,59,Alive
49,management,married,tertiary,413,no,yes,196,Alive
37,labourer,married,secondary,362,yes,no,277,Alive
44,labourer,divorced,unknown,284,no,no,167,Alive
40,labourer,married,primary,-66,yes,no,288,Alive
28,labourer,single,secondary,922,yes,no,304,Alive
39,labourer,married,secondary,93,yes,no,72,Alive
40,labourer,single,tertiary,693,no,no,427,Alive
33,management,single,tertiary,307,no,no,113,Alive
37,management,single,tertiary,427,yes,no,121,Alive
36,labourer,married,secondary,5024,no,no,139,Alive
39,labourer,divorced,unknown,463,yes,no,169,Alive
26,labourer,single,tertiary,4130,no,no,104,Alive
48,management,married,tertiary,190,no,no,14,Alive
51,labourer,married,secondary,2682,no,no,56,Alive
35,labourer,single,tertiary,144,yes,yes,202,Alive
40,labourer,married,secondary,1938,yes,no,228,Alive
40,management,single,secondary,90,yes,no,252,Alive
37,management,married,secondary,10465,no,no,144,Alive
43,labourer,married,secondary,917,yes,no,87,Alive
48,management,married,primary,1744,no,no,181,Alive
46,management,divorced,secondary,1198,yes,yes,837,Alive
34,labourer,single,tertiary,371,no,no,77,Alive
52,management,married,tertiary,575,no,no,315,Alive
57,management,married,secondary,123,no,no,154,Alive
36,labourer,married,secondary,145,yes,no,109,Alive
33,labourer,married,secondary,312,yes,no,151,Alive
30,labourer,single,secondary,893,no,no,45,Alive
34,management,married,tertiary,105,yes,no,314,Alive
35,management,single,tertiary,0,yes,no,184,Alive
34,labourer,single,secondary,186,no,no,342,Alive
32,labourer,single,secondary,-114,no,no,155,Alive
30,labourer,single,secondary,228,no,no,232,Alive
33,labourer,married,primary,0,no,no,237,Alive
31,labourer,single,tertiary,279,yes,no,198,Alive
33,management,single,secondary,241,no,no,490,Alive
48,labourer,divorced,tertiary,2328,no,no,129,Alive
38,labourer,married,secondary,728,yes,no,286,Alive
53,labourer,married,secondary,4380,no,no,223,Alive
36,labourer,married,secondary,0,no,no,235,Alive
37,management,married,tertiary,5432,yes,yes,774,Alive
36,labourer,married,secondary,222,yes,no,188,Alive
39,labourer,married,secondary,3832,yes,no,14,Alive
50,management,married,secondary,715,no,no,131,Alive
49,labourer,married,primary,6215,yes,no,549,Alive
41,labourer,married,secondary,2085,yes,no,125,Alive
32,labourer,married,secondary,1398,yes,yes,233,Alive
30,unemployed,single,tertiary,463,no,no,374,Alive
46,management,married,tertiary,-337,no,yes,120,Alive
25,unemployed,married,tertiary,1182,yes,no,141,Alive
27,labourer,married,secondary,94,yes,no,352,Alive
28,labourer,single,secondary,5916,no,no,259,Alive
47,management,divorced,tertiary,4556,yes,no,146,Alive
39,management,divorced,tertiary,373,no,no,148,Alive
28,management,married,secondary,170,yes,yes,492,Alive
45,labourer,divorced,secondary,146,no,no,216,Alive
30,management,married,tertiary,1384,yes,no,60,Alive
48,labourer,married,primary,595,no,no,464,Alive
60,labourer,married,primary,4903,no,yes,290,Alive
48,businessman,married,secondary,4037,no,no,23,Alive
38,management,single,tertiary,1746,yes,no,139,Alive
31,management,single,tertiary,18,no,no,82,Alive
52,unemployed,married,primary,1724,no,no,73,Alive
28,labourer,single,secondary,1735,yes,no,89,Alive
51,labourer,married,unknown,0,no,no,61,Alive
32,labourer,married,secondary,367,yes,no,214,Alive
52,businessman,divorced,secondary,105,no,yes,275,Alive
23,labourer,single,secondary,537,yes,no,172,Alive
51,management,married,tertiary,0,no,yes,204,Alive
49,labourer,married,secondary,653,no,no,317,Alive
37,unemployed,married,secondary,487,no,yes,155,Alive
32,management,single,tertiary,1434,no,no,1144,Alive
32,management,married,tertiary,1683,yes,yes,72,Alive
56,labourer,married,secondary,530,yes,no,51,Alive
49,labourer,married,unknown,-287,yes,no,49,Alive
49,management,married,tertiary,271,yes,no,18,Alive
53,management,married,tertiary,1945,no,no,262,Alive
32,management,married,secondary,57,no,yes,50,Alive
60,unemployed,married,secondary,5632,yes,no,380,Alive
40,labourer,married,secondary,750,yes,yes,340,Alive
41,labourer,married,secondary,3992,yes,no,281,Alive
55,labourer,married,primary,11,no,no,150,Alive
33,management,single,tertiary,383,yes,no,125,Alive
49,labourer,married,secondary,598,yes,no,219,Alive
26,management,single,tertiary,3178,no,no,64,Alive
56,management,divorced,tertiary,505,no,no,108,Alive
27,management,single,tertiary,73,no,no,242,Alive
55,unemployed,married,secondary,1436,yes,no,969,Alive
55,labourer,divorced,tertiary,264,yes,no,34,Alive
26,management,single,tertiary,1720,no,no,383,Alive
34,labourer,married,secondary,-25,no,no,207,Alive
38,labourer,married,secondary,634,no,no,105,Alive
88,unemployed,married,primary,648,no,no,318,Alive
38,management,married,secondary,0,yes,no,284,Alive
44,labourer,divorced,secondary,314,yes,no,18,Alive
43,management,married,secondary,2,yes,yes,254,Alive
48,labourer,divorced,primary,2677,no,no,23,Alive
35,management,single,secondary,855,yes,no,241,Alive
49,labourer,married,tertiary,411,no,no,9,Alive
33,unemployed,single,tertiary,4874,no,no,363,Alive
77,unemployed,married,unknown,397,no,no,207,Alive
56,labourer,divorced,primary,61,no,no,144,Alive
33,management,married,secondary,177,yes,no,100,Alive
44,management,single,secondary,985,yes,yes,9,Alive
40,management,married,secondary,767,yes,no,168,Alive
55,labourer,divorced,secondary,496,no,yes,93,Alive
31,management,married,tertiary,459,no,no,13,Alive
42,labourer,married,unknown,1340,no,yes,88,Alive
45,businessman,divorced,secondary,1187,no,yes,157,Alive
38,management,single,secondary,4023,no,no,339,Alive
32,management,single,secondary,184,yes,no,230,Alive
35,management,single,tertiary,688,no,no,504,Alive
70,unemployed,married,secondary,2064,no,no,334,Alive
41,labourer,married,secondary,862,no,no,474,Alive
27,labourer,single,secondary,137,no,yes,359,Alive
56,businessman,married,tertiary,51439,no,yes,325,Alive
59,management,divorced,tertiary,893,yes,no,206,Alive
31,management,married,tertiary,607,no,no,200,Alive
59,unemployed,married,primary,5521,yes,yes,94,Alive
32,management,single,tertiary,1966,no,no,176,Alive
37,labourer,single,secondary,363,yes,no,39,Alive
59,unemployed,divorced,unknown,-49,yes,no,248,Alive
51,labourer,married,tertiary,1533,no,no,242,Alive
42,labourer,married,primary,250,yes,no,46,Alive
38,management,divorced,secondary,407,yes,yes,89,Alive
35,labourer,divorced,secondary,3549,yes,no,250,Alive
42,labourer,married,primary,0,yes,yes,209,Alive
43,labourer,single,tertiary,1017,yes,no,257,Alive
31,management,married,tertiary,2652,no,no,9,Alive
56,labourer,married,primary,2442,no,yes,111,Alive
43,management,married,tertiary,0,yes,no,240,Alive
39,management,married,tertiary,0,no,no,94,Alive
52,labourer,married,secondary,665,yes,no,57,Alive
32,labourer,single,secondary,-1139,yes,no,201,Alive
37,unemployed,married,secondary,3396,no,no,69,Alive
35,businessman,married,tertiary,542,yes,yes,591,Alive
39,labourer,divorced,secondary,1957,yes,yes,47,Alive
44,unemployed,married,secondary,304,yes,no,15,Alive
41,businessman,married,secondary,353,no,no,90,Alive
26,labourer,single,tertiary,13107,yes,no,112,Alive
50,management,married,secondary,1138,yes,yes,73,Alive
33,labourer,married,secondary,0,yes,yes,163,Alive
26,labourer,married,secondary,199,no,no,139,Alive
31,management,single,tertiary,383,no,yes,119,Alive
56,management,divorced,primary,0,no,yes,542,Alive
40,labourer,married,secondary,1844,yes,no,231,Alive
27,labourer,single,secondary,42,no,no,251,Alive
41,labourer,married,secondary,1788,no,no,222,Alive
78,unemployed,married,primary,680,no,no,838,Alive
60,labourer,married,primary,517,no,no,1178,Alive
46,management,married,tertiary,3,no,no,92,Alive
25,labourer,single,primary,17,yes,no,97,Alive
30,management,married,tertiary,-328,yes,no,242,Alive
37,unemployed,divorced,tertiary,1513,no,no,510,Alive
45,labourer,married,secondary,603,no,no,204,Alive
31,management,single,tertiary,307,no,no,86,Alive
35,labourer,married,tertiary,22,no,no,109,Alive
47,management,married,tertiary,0,no,no,265,Alive
55,labourer,married,secondary,283,yes,no,156,Alive
28,unemployed,single,tertiary,5215,no,no,673,Alive
37,labourer,single,secondary,847,no,no,54,Alive
34,labourer,single,unknown,5827,no,no,97,Alive
45,labourer,single,secondary,0,yes,no,283,Alive
35,labourer,single,primary,-759,yes,no,142,Alive
32,labourer,divorced,tertiary,267,no,no,128,Alive
26,labourer,single,unknown,2503,no,no,121,Alive
47,labourer,married,secondary,3630,yes,no,133,Alive
33,labourer,married,secondary,218,yes,yes,169,Alive
42,management,single,tertiary,1146,yes,no,98,Alive
31,unemployed,single,unknown,167,no,no,316,Alive
30,labourer,single,secondary,447,no,no,426,Alive
40,management,single,secondary,10378,yes,no,523,Alive
52,management,married,tertiary,-2712,yes,yes,253,Alive
48,management,married,secondary,191,yes,no,238,Alive
36,labourer,divorced,primary,17,yes,no,329,Alive
36,labourer,single,secondary,2235,yes,no,287,Alive
47,labourer,married,primary,292,no,yes,210,Alive
31,labourer,single,secondary,433,no,no,1504,Alive
60,unemployed,married,primary,364,yes,no,631,Alive
49,labourer,married,secondary,30,yes,no,135,Alive
41,labourer,married,secondary,335,no,no,169,Alive
67,management,married,secondary,1287,no,no,511,Alive
35,labourer,married,secondary,128,no,yes,456,Alive
34,management,married,tertiary,133,yes,no,65,Alive
49,labourer,married,tertiary,-888,no,yes,298,Alive
33,management,divorced,tertiary,280,no,yes,155,Alive
37,labourer,divorced,secondary,719,yes,no,118,Alive
29,management,single,secondary,1261,no,no,605,Alive
53,labourer,married,primary,1903,no,no,827,Alive
36,labourer,married,tertiary,202,no,no,206,Alive
54,unemployed,married,unknown,390,no,no,68,Alive
55,labourer,divorced,unknown,103,yes,no,769,Alive
